ProductBenefitRecommendedSIBetaID,ProductCode,BenefitCode,Age,RecommendedSI,DtmCreated,CreatedBy,DtmUpdated,UpdatedBy,DtmValidFrom,DtmValidTo
2294,HFI,DTH,63,9000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2295,HFI,DTH,64,9000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2296,HFI,DTH,65,9000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2297,HFI,DTH,66,9000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2298,HFI,DTH,67,9000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2299,HFI,DTH,68,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2300,HFI,DTH,69,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2301,HFI,DTH,70,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2302,HFI,DTH,71,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2303,HFI,DTH,72,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2304,HFI,DTH,73,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2305,HFI,DTH,74,7000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2306,HFI,DTH,75,7000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2307,HFI,DTH,76,7000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2308,HFI,DTH,77,7000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2309,HFI,DTH,78,7000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2310,HFI,DTH,79,6000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2311,HFL,DTH,18,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2312,HFL,DTH,19,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2313,HFL,DTH,20,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2314,HFL,DTH,21,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2315,HFL,DTH,22,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2316,HFL,DTH,23,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2317,HFL,DTH,24,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2318,HFL,DTH,25,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2319,HFL,DTH,26,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2320,HFL,DTH,27,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2321,HFL,DTH,28,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2322,HFL,DTH,29,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2323,HFL,DTH,30,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2324,HFL,DTH,31,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2325,HFL,DTH,32,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2326,HFL,DTH,33,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2327,HFL,DTH,34,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2328,HFL,DTH,35,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2329,HFL,DTH,36,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2330,HFL,DTH,37,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2331,HFL,DTH,38,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2332,HFL,DTH,39,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2333,HFL,DTH,40,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2334,HFL,DTH,41,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2335,HFL,DTH,42,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2336,HFL,DTH,43,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2337,HFL,DTH,44,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2338,HFL,DTH,45,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2339,HFL,DTH,46,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2340,HFL,DTH,47,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2341,HFL,DTH,48,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2342,HFL,DTH,49,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2343,HFL,DTH,50,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2344,HFL,DTH,51,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2345,HFL,DTH,52,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2346,HFL,DTH,53,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2347,HFL,DTH,54,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2348,HFL,DTH,55,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2349,HFL,DTH,56,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2350,HFL,DTH,57,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2351,HFL,DTH,58,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2352,HFL,DTH,59,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2353,HFL,DTH,60,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2354,HFL,DTH,61,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2355,HFL,DTH,62,150000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2356,HFL,DTH,63,150000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2357,HFL,DTH,64,150000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2358,HFX,DTH,18,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2359,HFX,DTH,19,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2360,HFX,DTH,20,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2361,HFX,DTH,21,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2362,HFX,DTH,22,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2363,HFX,DTH,23,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2364,HFX,DTH,24,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2365,HFX,DTH,25,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2366,HFX,DTH,26,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2367,HFX,DTH,27,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2368,HFX,DTH,28,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2369,HFX,DTH,29,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2370,HFX,DTH,30,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2371,HFX,DTH,31,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2372,HFX,DTH,32,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2373,HFX,DTH,33,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2374,HFX,DTH,34,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2375,HFX,DTH,35,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2376,HFX,DTH,36,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2377,HFX,DTH,37,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2378,HFX,DTH,38,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2379,HFX,DTH,39,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2380,HFX,DTH,40,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2381,HFX,DTH,41,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2382,HFX,DTH,42,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2383,HFX,DTH,43,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2384,HFX,DTH,44,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2385,HFX,DTH,45,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2386,HFX,DTH,46,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2387,HFX,DTH,47,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2388,HFX,DTH,48,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2389,HFX,DTH,49,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2390,HFX,DTH,50,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2391,HFX,DTH,51,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2392,HFX,DTH,52,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2393,HFX,DTH,53,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2394,HFX,DTH,54,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2395,HFX,DTH,55,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2396,HFX,DTH,56,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2397,HFX,DTH,57,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2398,HFX,DTH,58,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2399,HFX,DTH,59,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2400,HFX,DTH,60,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2401,HFX,DTH,61,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2402,HFX,DTH,62,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2403,HFX,DTH,63,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2404,HFX,DTH,64,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2405,HFX,DTH,65,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2406,HFX,DTH,66,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2407,HFX,DTH,67,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2408,HFX,DTH,68,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2409,HFX,DTH,69,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2410,HFX,DTH,70,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2411,HFX,DTH,71,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2412,HFX,DTH,72,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2413,HFX,DTH,73,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2414,HFX,DTH,74,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2415,HFX,DTH,75,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2416,HFX,DTH,76,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2417,HFX,DTH,77,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2418,HFX,DTH,78,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2419,HFX,DTH,79,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2420,HRL,DTH,18,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2421,HRL,DTH,19,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2422,HRL,DTH,20,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2423,HRL,DTH,21,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2424,HRL,DTH,22,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2425,HRL,DTH,23,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2426,HRL,DTH,24,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2427,HRL,DTH,25,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2428,HRL,DTH,26,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2429,HRL,DTH,27,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2430,HRL,DTH,28,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2431,HRL,DTH,29,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2432,HRL,DTH,30,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2433,HRL,DTH,31,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2434,HRL,DTH,32,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2435,HRL,DTH,33,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2436,HRL,DTH,34,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2437,HRL,DTH,35,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2438,HRL,DTH,36,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2439,HRL,DTH,37,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2440,HRL,DTH,38,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2441,HRL,DTH,39,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2442,HRL,DTH,40,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2443,HRL,DTH,41,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2444,HRL,DTH,42,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2445,HRL,DTH,43,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2446,HRL,DTH,44,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2447,HRL,DTH,45,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2448,HRL,DTH,46,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2449,HRL,DTH,47,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2450,HRL,DTH,48,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2451,HRL,DTH,49,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2452,HRL,DTH,50,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2453,HRL,DTH,51,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2454,HRL,DTH,52,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2455,HRL,DTH,53,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2456,HRL,DTH,54,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2457,HRL,DTH,55,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2458,HRL,DTH,56,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2459,HRL,DTH,57,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2460,HRL,DTH,58,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2461,HRL,DTH,59,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2462,HRL,DTH,60,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2463,HRL,DTH,61,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2464,HRL,DTH,62,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2465,HRL,DTH,63,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2466,HRL,DTH,64,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2467,HRL,DTH,65,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2468,HRL,DTH,66,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2469,HRL,DTH,67,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2470,HRL,DTH,68,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2471,HRL,DTH,69,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2472,HRL,DTH,70,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2473,HRL,DTH,71,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2474,HRL,DTH,72,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2475,HRL,DTH,73,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2476,HRL,DTH,74,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2477,HRL,DTH,75,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2478,HRL,DTH,76,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2479,HRL,DTH,77,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2480,HRL,DTH,78,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2481,HRL,DTH,79,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2482,HSI,STR,18,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2483,HSI,STR,19,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2484,HSI,STR,20,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2485,HSI,STR,21,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2486,HSI,STR,22,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2487,HSI,STR,23,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2488,HSI,STR,24,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2489,HSI,STR,25,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2490,HSI,STR,26,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2491,HSI,STR,27,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2492,HSI,STR,28,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2493,HSI,STR,29,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2494,HSI,STR,30,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2495,HSI,STR,31,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2496,HSI,STR,32,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2497,HSI,STR,33,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2498,HSI,STR,34,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2499,HSI,STR,35,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2500,HSI,STR,36,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2501,HSI,STR,37,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2502,HSI,STR,38,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2503,HSI,STR,39,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2504,HSI,STR,40,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2505,HSI,STR,41,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2506,HSI,STR,42,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2507,HSI,STR,43,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2508,HSI,STR,44,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2509,HSI,STR,45,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2510,HSI,STR,46,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2511,HSI,STR,47,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2512,HSI,STR,48,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2513,HSI,STR,49,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2514,HSI,STR,50,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2515,HSI,STR,51,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2516,HSI,STR,52,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2517,HSI,STR,53,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2518,HSI,STR,54,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2519,HSI,STR,55,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2520,HSI,STR,56,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2521,HSI,STR,57,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2522,HSI,STR,58,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2523,HSI,STR,59,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2524,HSL,DTH,18,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2525,HSL,DTH,19,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2526,HSL,DTH,20,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2527,HSL,DTH,21,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2528,HSL,DTH,22,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2529,HSL,DTH,23,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2530,HSL,DTH,24,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2531,HSL,DTH,25,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2532,HSL,DTH,26,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2533,HSL,DTH,27,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2534,HSL,DTH,28,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2535,HSL,DTH,29,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2536,HSL,DTH,30,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2537,HSL,DTH,31,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2538,HSL,DTH,32,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2539,HSL,DTH,33,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2540,HSL,DTH,34,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2541,HSL,DTH,35,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2542,HSL,DTH,36,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2543,HSL,DTH,37,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2544,HSL,DTH,38,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2545,HSL,DTH,39,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2546,HSL,DTH,40,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2547,HSL,DTH,41,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2548,HSL,DTH,42,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2549,HSL,DTH,43,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2550,HSL,DTH,44,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2551,HSL,DTH,45,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2552,HSL,DTH,46,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2553,HSL,DTH,47,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2554,HSL,DTH,48,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2555,HSL,DTH,49,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2556,HSL,DTH,50,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2557,HSL,DTH,51,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2558,HSL,DTH,52,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2559,HSL,DTH,53,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2560,HSL,DTH,54,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2561,HSL,DTH,55,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2562,HSL,DTH,56,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2563,HSL,DTH,57,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2564,HSL,DTH,58,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2565,HSL,DTH,59,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2566,HSL,DTH,60,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2567,HSL,DTH,61,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2568,HSL,DTH,62,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2569,HSL,DTH,63,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2570,HSL,DTH,64,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2571,HSL,DTH,65,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2572,HSL,DTH,66,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2573,HSL,DTH,67,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2574,HSL,DTH,68,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2575,HSL,DTH,69,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2576,HSL,DTH,70,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2577,HSL,DTH,71,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2578,HSL,DTH,72,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2579,HSL,DTH,73,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2580,HSL,DTH,74,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2581,HSL,DTH,75,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2582,HSL,DTH,76,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2583,HSL,DTH,77,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2584,HSL,DTH,78,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2585,HSL,DTH,79,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2586,MAP,ADB,16,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2587,MAP,ADB,17,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2588,MAP,ADB,18,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2589,MAP,ADB,19,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2590,MAP,ADB,20,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2591,MAP,ADB,21,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2592,MAP,ADB,22,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2593,MAP,ADB,23,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2594,MAP,ADB,24,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2595,MAP,ADB,25,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
2596,MAP,ADB,26,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
